approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,markup,1,1,sequential,F,50,50,1,10,100,11,15.52761459350586,297.3054094314575,149.94008088111877,0.6363636363636364,1.0,0.6,0.7499999999999999,0.8,18
PyGenProg,markup,1,10,sequential,F,5,5,1,10,10,11,5.757082223892212,340.8747317790985,162.9940857887268,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,F,10,10,1,10,20,11,7.372477293014526,291.4999668598175,162.97430086135864,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,F,30,30,1,10,60,11,6.570979356765747,292.98487734794617,164.8951017856598,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,F,50,50,1,10,100,11,5.412471532821655,346.6227889060974,161.05637788772583,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,1,sequential,V,5,5,1,10,11,10,6.915767192840576,585.4987232685089,331.0101315975189,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,19
PyGenProg,markup,1,1,sequential,V,10,10,1,10,11,20,17.070578575134277,700.5902371406555,146.44894886016846,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,19
PyGenProg,markup,1,1,sequential,V,30,30,1,10,11,60,5.917417049407959,296.01388144493103,153.38284707069397,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,19
PyGenProg,markup,1,1,sequential,V,50,50,1,10,11,100,5.466237545013428,257.161278963089,198.2092833518982,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,19
PyGenProg,markup,1,10,sequential,V,5,5,1,10,11,10,16.86479926109314,776.4942247867584,554.1778147220612,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,V,10,10,1,10,11,20,7.275771617889404,418.0249123573303,169.574636220932,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,V,30,30,1,10,11,60,6.580994129180908,641.2874345779419,300.82279682159424,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,10,sequential,V,50,50,1,10,11,100,11.35264778137207,633.7090041637421,361.5412404537201,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,23
PyGenProg,markup,1,1,sequential,C,5,5,0,0,10,10,7.278097152709961,516.8315799236298,181.47377562522888,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,1
PyGenProg,markup,1,1,sequential,C,10,10,0,0,20,20,7.37091851234436,615.5747995376587,99.2886860370636,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,1
PyGenProg,markup,1,1,sequential,C,30,30,0,0,60,60,5.138385534286499,507.1211528778076,108.4543251991272,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,1
PyGenProg,markup,1,1,sequential,C,50,50,0,0,100,100,6.10313868522644,544.777487039566,137.39524388313293,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,1
PyGenProg,markup,1,10,sequential,C,5,5,0,0,10,10,7.694570541381836,1058.371571779251,105.66861462593079,0.22545454545454546,0.2777777777777778,0.2,0.23255813953488372,0.34,1
PyGenProg,markup,1,10,sequential,C,10,10,0,0,20,20,5.935173273086548,1702.9335987567902,199.58577704429626,0.6363636363636364,0.0,0.0,0.0,0.0,5
PyGenProg,markup,1,10,sequential,C,30,30,0,0,60,60,8.575163841247559,1653.9946105480194,232.75781536102295,0.4727272727272727,,,,,7
PyGenProg,markup,1,10,sequential,C,50,50,0,0,100,100,7.752599239349365,2258.116873025894,210.0850372314453,0.18363636363636363,0.1875,0.18,0.1836734693877551,0.2,1
PyGenProg,markup,2,1,sequential,B,0,0,1,10,11,11,8.654265880584717,664.2211213111877,205.22057723999023,0.43272727272727274,0.4883720930232558,0.42,0.45161290322580644,0.49,4
PyGenProg,markup,2,10,sequential,B,0,0,1,10,11,11,5.3355185985565186,1266.6835689544678,204.5590374469757,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,1
PyGenProg,markup,2,1,sequential,F,5,5,1,10,10,11,17.926057815551758,394.466185092926,321.34726428985596,0.43272727272727274,0.4883720930232558,0.42,0.45161290322580644,0.49,17
PyGenProg,markup,2,1,sequential,F,10,10,1,10,20,11,18.443415880203247,432.0303761959076,392.12638425827026,0.3236363636363636,0.40540540540540543,0.3,0.3448275862068966,0.43,16
PyGenProg,markup,2,1,sequential,F,30,30,1,10,60,11,26.98610234260559,614.9991068840027,509.34282326698303,0.43272727272727274,0.4883720930232558,0.42,0.45161290322580644,0.49,23
PyGenProg,markup,2,1,sequential,F,50,50,1,10,100,11,34.55556344985962,630.6732907295227,534.767924785614,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,23
PyGenProg,markup,2,10,sequential,F,5,5,1,10,10,11,16.204628229141235,880.5533199310303,189.04281282424927,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,F,10,10,1,10,20,11,7.359999895095825,447.4483983516693,129.56939387321472,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,F,30,30,1,10,60,11,5.422645092010498,371.8655812740326,147.45627689361572,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,F,50,50,1,10,100,11,7.1247239112854,397.19378781318665,129.17063879966736,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,1,sequential,V,5,5,1,10,11,10,5.7976298332214355,266.652494430542,120.9958119392395,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,15
PyGenProg,markup,2,1,sequential,V,10,10,1,10,11,20,5.299672842025757,283.4479339122772,144.7007851600647,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,15
PyGenProg,markup,2,1,sequential,V,30,30,1,10,11,60,10.661792516708374,432.5115473270416,160.2485373020172,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,15
PyGenProg,markup,2,1,sequential,V,50,50,1,10,11,100,10.495842933654785,372.2451694011688,148.93109107017517,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,15
PyGenProg,markup,2,10,sequential,V,5,5,1,10,11,10,7.882436037063599,456.29126024246216,172.50411367416382,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,V,10,10,1,10,11,20,10.527251958847046,514.973550081253,161.4715757369995,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,V,30,30,1,10,11,60,10.109840631484985,515.292307138443,163.0536425113678,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,10,sequential,V,50,50,1,10,11,100,7.6703550815582275,652.3810749053955,209.3994882106781,0.5272727272727272,1.0,0.48,0.6486486486486487,0.74,17
PyGenProg,markup,2,1,sequential,C,5,5,0,0,10,10,5.347660779953003,327.59354639053345,102.34919810295105,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,1
PyGenProg,markup,2,1,sequential,C,10,10,0,0,20,20,4.732589960098267,338.8012249469757,63.440125703811646,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,1
PyGenProg,markup,2,1,sequential,C,30,30,0,0,60,60,3.8181262016296387,285.9620418548584,75.07484269142151,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,1
PyGenProg,markup,2,1,sequential,C,50,50,0,0,100,100,5.210405111312866,352.3789846897125,66.375009059906,0.41454545454545455,0.47619047619047616,0.4,0.43478260869565216,0.48,1
PyGenProg,markup,2,10,sequential,C,5,5,0,0,10,10,3.680692672729492,583.2408814430237,82.54227542877197,0.5272727272727272,,,,,9
PyGenProg,markup,2,10,sequential,C,10,10,0,0,20,20,3.6359167098999023,729.9845499992371,103.21561360359192,0.26,0.26,0.26,0.26,0.26,1
PyGenProg,markup,2,10,sequential,C,30,30,0,0,60,60,5.08178186416626,803.8422136306763,115.76421928405762,0.18181818181818182,0.1836734693877551,0.18,0.1818181818181818,0.19,1
PyGenProg,markup,2,10,sequential,C,50,50,0,0,100,100,5.097681999206543,1032.0889012813568,118.39189267158508,0.18181818181818182,0.1836734693877551,0.18,0.1818181818181818,0.19,1
