approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,calculator,1,10,sequential,C,5,5,0,0,10,10,1.8379168510437012,619.8204429149628,345.5608186721802,0.09090909090909091,0.0,0.0,0.0,0.5,9
PyGenProg,calculator,1,10,sequential,C,10,10,0,0,20,20,1.4989047050476074,714.0803763866425,92.19885802268982,0.09090909090909091,0.0,0.0,0.0,0.5,8
PyGenProg,calculator,1,10,sequential,C,30,30,0,0,60,60,2.4171104431152344,1550.690090894699,345.8970785140991,0.09090909090909091,0.0,0.0,0.0,0.5,8
PyGenProg,calculator,1,10,sequential,C,50,50,0,0,100,100,1.8933405876159668,2186.7861721515656,580.9072852134705,0.09090909090909091,0.0,0.0,0.0,0.5,8
PyGenProg,expression,1,1,sequential,B,0,0,1,10,11,11,1.794081211090088,529.7827348709106,99.94792461395264,0.09090909090909091,0.0,0.0,0.0,0.5,2
PyGenProg,expression,1,10,sequential,B,0,0,1,10,11,11,1.993152141571045,503.24045181274414,88.64639639854431,0.09090909090909091,0.0,0.0,0.0,0.5,1
PyGenProg,expression,1,1,sequential,F,5,5,1,10,10,11,4.382805109024048,460.2593710422516,310.7110285758972,0.09090909090909091,0.0,0.0,0.0,0.5,33
PyGenProg,expression,1,1,sequential,F,10,10,1,10,20,11,4.493587493896484,484.9187161922455,359.72901129722595,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,F,30,30,1,10,60,11,4.045688152313232,496.5751428604126,341.07368755340576,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,F,50,50,1,10,100,11,4.3919923305511475,461.77605628967285,352.99524426460266,0.09090909090909091,0.0,0.0,0.0,0.5,40
PyGenProg,expression,1,10,sequential,F,5,5,1,10,10,11,4.315619230270386,626.4142737388611,371.98748302459717,0.09090909090909091,0.0,0.0,0.0,0.5,37
PyGenProg,expression,1,10,sequential,F,10,10,1,10,20,11,3.315843343734741,748.9640309810638,352.997478723526,0.09090909090909091,0.0,0.0,0.0,0.5,38
PyGenProg,expression,1,10,sequential,F,30,30,1,10,60,11,2.9660372734069824,669.4057290554047,333.8436527252197,0.09090909090909091,0.0,0.0,0.0,0.5,38
PyGenProg,expression,1,10,sequential,F,50,50,1,10,100,11,3.289361000061035,759.911609172821,307.27900528907776,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,V,5,5,1,10,11,10,3.0863001346588135,465.52577781677246,679.802835226059,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,V,10,10,1,10,11,20,3.1969854831695557,430.08849143981934,340.2075049877167,0.09090909090909091,0.0,0.0,0.0,0.5,37
PyGenProg,expression,1,1,sequential,V,30,30,1,10,11,60,2.861586093902588,436.0677185058594,321.25313210487366,0.09090909090909091,0.0,0.0,0.0,0.5,37
PyGenProg,expression,1,1,sequential,V,50,50,1,10,11,100,3.6607754230499268,491.14227986335754,322.96168851852417,0.09090909090909091,0.0,0.0,0.0,0.5,37
PyGenProg,expression,1,10,sequential,V,5,5,1,10,11,10,3.4905600547790527,762.8467893600464,318.43066024780273,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,10,sequential,V,10,10,1,10,11,20,2.863182306289673,749.6172759532928,692.2014329433441,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,10,sequential,V,30,30,1,10,11,60,3.545649290084839,2590.8965141773224,330.0702757835388,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,10,sequential,V,50,50,1,10,11,100,4.0252039432525635,3840.625760793686,321.9149205684662,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,C,5,5,0,0,10,10,1.7805488109588623,405.79545617103577,81.89367175102234,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,expression,1,1,sequential,C,10,10,0,0,20,20,1.426415205001831,441.03008127212524,74.80721139907837,0.09090909090909091,0.0,0.0,0.0,0.5,2
PyGenProg,expression,1,1,sequential,C,30,30,0,0,60,60,1.8510799407958984,636.0349864959717,92.09142923355103,0.09090909090909091,0.0,0.0,0.0,0.5,4
PyGenProg,expression,1,1,sequential,C,50,50,0,0,100,100,1.6243000030517578,440.2254672050476,81.1488401889801,0.09090909090909091,0.0,0.0,0.0,0.5,2
PyGenProg,expression,1,10,sequential,C,5,5,0,0,10,10,1.7162303924560547,470.14815735816956,79.53481340408325,0.06909090909090909,0.0,0.0,0.0,0.38,1
PyGenProg,expression,1,10,sequential,C,10,10,0,0,20,20,2.2186636924743652,885.7705056667328,84.99680042266846,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,expression,1,10,sequential,C,30,30,0,0,60,60,1.7820377349853516,1422.8854577541351,82.68771839141846,0.09090909090909091,0.0,0.0,0.0,0.5,1
PyGenProg,expression,1,10,sequential,C,50,50,0,0,100,100,2.174464702606201,2946.9104804992676,83.77526688575745,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,markup,1,1,sequential,B,0,0,1,10,11,11,2.851942777633667,230.21540093421936,92.20311093330383,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,3
PyGenProg,markup,1,10,sequential,B,0,0,1,10,11,11,3.2679011821746826,363.47839856147766,64.31514835357666,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1
PyGenProg,markup,1,1,sequential,F,5,5,1,10,10,11,6.464559316635132,267.0943033695221,123.45230650901794,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,15
PyGenProg,markup,1,1,sequential,F,10,10,1,10,20,11,7.664262294769287,228.67775583267212,139.27208185195923,0.2909090909090909,1.0,0.22,0.36065573770491804,0.61,15
PyGenProg,markup,1,1,sequential,F,30,30,1,10,60,11,10.223227500915527,265.9922914505005,143.13497591018677,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,18
PyGenProg,markup,1,1,sequential,F,50,50,1,10,100,11,14.242369890213013,313.88629961013794,164.96843361854553,0.23636363636363636,1.0,0.16,0.2758620689655173,0.58,23
PyGenProg,markup,1,10,sequential,F,5,5,1,10,10,11,6.119433403015137,361.92249178886414,145.033709526062,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,10,sequential,F,10,10,1,10,20,11,5.714849472045898,354.8232009410858,152.50625944137573,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,10,sequential,F,30,30,1,10,60,11,6.265803575515747,383.7221746444702,140.52191877365112,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,10,sequential,F,50,50,1,10,100,11,5.521833181381226,364.9827706813812,131.38412022590637,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
PyGenProg,markup,1,1,sequential,V,5,5,1,10,11,10,5.845637559890747,253.56063556671143,167.28244709968567,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,19
PyGenProg,markup,1,1,sequential,V,10,10,1,10,11,20,5.575756788253784,278.08579444885254,146.7489583492279,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,19
PyGenProg,markup,1,1,sequential,V,30,30,1,10,11,60,6.003993988037109,270.7758982181549,155.30131602287292,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,19
PyGenProg,markup,1,1,sequential,V,50,50,1,10,11,100,5.6586713790893555,289.6914691925049,145.29871153831482,0.32727272727272727,1.0,0.26,0.41269841269841273,0.63,19
PyGenProg,markup,1,10,sequential,V,5,5,1,10,11,10,5.198804616928101,426.70743584632874,146.92259669303894,0.24,0.28205128205128205,0.22,0.24719101123595508,0.33,17
